user,friend,community,community_id,groundtruthcommunity
592,1404,Printing Enthusiasts - 3D,5592,Technology
593,1401,Printing Workshops -3D,5593,Technology
594,1397,Psychic Abilities Development,5594,Spiritual
595,1396,Publishing Industry Insights,5595,Bussiness
596,1396,Quantum Computing Society,5596,Computer Science
597,1396,Racing Fanatics,5597,Sports
598,1395,Raw and Organic Foodies,5598,Food
599,1394,Real Estate Investment Club,5599,Bussiness
600,1393,Relationship Advice,5600,Awarness
601,1393,Relationship Building Skills,5601,Awarness
602,1392,Renewable Energy Advocates,5602,Bussiness
603,1392,Reptile Enthusiasts,5603,Nature Lovers
604,1390,Retirement Planning Strategies,5604,Awarness
605,1390,Retro Gaming Community,5605,Games
606,1389,Road Trip Enthusiasts,5606,Fun
607,1383,Robotics and Automation,5607,Computer Science
608,1383,Robotics Competitions,5608,Computer Science
609,1381,Robotics Workshops,5609,Computer Science
610,1381,Rock and Roll Society,5610,Miscellaneous
611,1381,Rock Climbing Adventures,5611,Fun
612,1378,Rock Climbing Tribe,5612,Fun
613,1378,Rose Growers Group,5613,Nature Lovers
614,1377,Running Challenges and Races,5614,Sports
615,1377,Running Club,5615,Sports
616,1377,Running Clubs and Teams,5616,Sports
617,1376,Running Enthusiasts,5617,Sports
618,1375,Running Events and Races,5618,Sports
619,1374,Running Races and Marathons,5619,Sports
620,1372,Salsa Dancing,5620,Fitness
621,1372,Science and Technology,5621,Knowledge
622,1371,Science Geeks,5622,Knowledge
623,1368,Sci-Fi Geeks United,5623,Knowledge
624,1367,Screenwriters' Group,5624,Arts
625,1367,Scriptwriters' Haven,5625,Arts
626,1366,Scuba Diving Certification,5626,Sports
627,1366,Scuba Diving Certification Courses,5627,Sports
628,1364,Scuba Diving Certification Courses and Dive Trips,5628,Sports
629,1364,Scuba Diving Explorations,5629,Sports
630,1363,Scuba Diving Explorers,5630,Sports
631,1363,Sculptors United,5631,Arts
632,1362,Sculpture Artists,5632,Arts
633,1361,Seniors Social Club,5633,Volunteers
634,1361,Sewing and Quilting,5634,Arts
635,1360,Sewing and Stitching,5635,Arts
636,1360,Sign Language Users,5636,Extracurricular
637,1359,Single Parents Dating,5637,Awarness
638,1358,Single Parents Support,5638,Volunteers
639,1358,Single Parents United,5639,Volunteers
640,1357,Singles Meetup,5640,Awarness
641,1357,Skateboarding and Longboarding,5641,Sports
642,1357,Skateboarding Competitions,5642,Sports
643,1356,Skateboarding Workshops,5643,Sports
644,1356,Ski and Snowboard Club,5644,Sports
645,1354,Sleep Better Group,5645,Awarness
646,1354,Small Pets Paradise,5646,Veterinary
647,1353,Soccer Coaching Clinics,5647,Sports
648,1351,Soccer Coaching Workshops,5648,Sports
649,1351,Soccer Fan Club,5649,Sports
650,1350,Soccer Skill Development,5650,Sports
651,1350,Soccer Skills Training,5651,Sports
652,1349,Soccer Stars,5652,Sports
653,1349,Soccer Strategy Sessions,5653,Sports
654,1348,Soccer Strategy Workshops,5654,Sports
655,1348,Soccer Training Academy,5655,Sports
656,1348,Social Impact Ventures,5656,Sports
657,1348,Social Justice Warriors,5657,Volunteers
658,1345,Social Media Influencers,5658,Awarness
659,1344,Social Media Marketing,5659,Bussiness
660,1344,Social Media Marketing Workshops,5660,Awarness
661,1344,Software Developers,5661,Computer Science
662,1344,Software Developers United,5662,Computer Science
663,1343,Solo Travelers Society,5663,Fun
664,1341,Songwriters' Circle,5664,Arts
665,1341,Songwriting Collaborations,5665,Arts
666,1340,Songwriting Workshops,5666,Arts
667,1340,Songwriting Workshops and Camps,5667,Arts
668,1340,Space Explorers,5668,Astronomy
669,1339,Spanish Language Enthusiasts,5669,Extracurricular
670,1338,Special Needs Parenting,5670,Volunteers
671,1338,Spice Explorers,5671,Fun
672,1337,Spiritual Awakening Circle,5672,Spiritual
673,1337,Sports Fanatics,5673,Sports
674,334,Sports Talk,5674,Sports
675,1334,Stand-Up Comedy Nights,5675,Entertainment
676,1332,Stand-Up Comedy Open Mic Nights,5676,Entertainment
677,1332,Stand-Up Comedy Performances,5677,Entertainment
678,1331,Stand-Up Comedy Shows,5678,Entertainment
679,331,Stand-Up Comedy Workshops,5679,Entertainment
680,1331,Star Wars Fans Society,5680,Entertainment
681,1330,Startup Accelerators,5681,Bussiness
682,1326,Startup Founders Network,5682,Bussiness
683,1326,Startup Nation,5683,Bussiness
684,1326,Startup Networking,5684,Bussiness
685,1325,Startup Networking Events,5685,Bussiness
686,1325,Startup Pitch Events,5686,Bussiness
687,1324,Startups and Venture Capital,5687,Bussiness
688,1322,Stock Market Traders,5688,Bussiness
689,1321,Stock Trading and Investing,5689,Bussiness
690,1320,Stock Trading and Investing Workshops,5690,Bussiness
691,1318,Stock Trading Seminars,5691,Bussiness
692,1318,Street Art and Graffiti,5692,Arts
693,1317,Street Art Collective,5693,Arts
694,1316,Street Art Exhibitions,5694,Arts
695,1316,Street Art Festivals,5695,Arts
696,1315,Street Art Festivals and Graffiti Workshops,5696,Arts
697,1312,Street Basketball League,5697,Sports
698,1312,Street Basketball Showdowns,5698,Sports
699,1312,Street Basketball Tournaments,5699,Sports
700,1312,Street Photography,5700,Arts
701,1311,Street Photography Exhibitions,5701,Arts
702,1311,Street Photography Society,5702,Arts
703,1307,Street Photography Walks,5703,Arts
704,1306,Street Soccer Leagues,5704,Sports
705,1306,Street Soccer Matches,5705,Sports
706,1305,Street Workout and Calisthenics,5706,Fitness
707,1303,Street Workout Challenges,5707,Fitness
708,1302,Stress Management,5708,Awarness
709,1302,Study Buddies,5709,Knowledge
710,1301,Style Icons,5710,LifeStyle
711,1299,Supercar Collectors,5711,Automobiles
712,1299,Surf and Skate Community,5712,Sports
713,1299,Surf Photography Association,5713,Fun
714,1298,Surf Photography Workshops,5714,Fun
715,1296,Surfing and Stand-up Paddleboarding,5715,Sports
716,1295,Surfing and Water Sports,5716,Sports
717,1294,Surfing Community,5717,Sports
718,1291,Sustainability Warriors,5718,Volunteers
719,1288,Sustainable Agriculture,5719,Extracurricular
720,1288,Sustainable Architecture,5720,Arts
721,1288,Sustainable Architecture Workshops,5721,Arts
722,1287,Sustainable Architecture Workshops and Seminars,5722,Arts
723,1287,Sustainable Energy,5723,Awarness
724,1286,Sustainable Energy Innovators,5724,Volunteers
725,1283,Sustainable Fashion,5725,LifeStyle
726,1280,Sustainable Fashion Events,5726,LifeStyle
727,1278,Sustainable Fashion Movement,5727,LifeStyle
728,1278,Sustainable Gardening,5728,Nature Lovers
729,1278,Sustainable Living,5729,LifeStyle
730,1275,Sustainable Travel,5730,Fun
731,1274,Sustainable Urban Planning,5731,Awarness
732,1273,Swimming Squad,5732,Sports
733,1271,Swing Dancing,5733,Fitness
734,1269,Tarot Card Readers,5734,Extracurricular
735,1268,Tax Preparation Help,5735,Awarness
736,1268,Tea Enthusiast Gatherings,5736,Food
737,1267,Tea Lovers Club,5737,Food
738,1266,Tea Tasting and Ceremonies,5738,Food
739,1264,Tea Tasting Workshops,5739,Food
740,1264,Tech Gadgets and Reviews,5740,Technology
741,1264,Tech Geeks,5741,Technology
742,1263,Tech Innovators,5742,Technology
743,1262,Tech Startups Hub,5743,Knowledge
744,1261,Technology Innovators,5744,Knowledge
745,1259,Tennis Clinics,5745,Sports
746,1256,Tennis Lovers Club,5746,Sports
747,1256,Tennis Titans,5747,Sports
748,1255,Tennis Tournaments,5748,Sports
749,1255,Tennis Tournaments and Matches,5749,Sports
750,1254,Theater Enthusiasts,5750,Entertainment
751,1254,Theater Geeks,5751,Entertainment
752,1253,Theater Lovers,5752,Entertainment
753,1251,Theater Performers,5753,Entertainment
754,1250,Theater Productions,5754,Entertainment
755,1249,Toddler Activities Network,5755,Volunteers
756,1248,Town Council Watchdogs,5756,Volunteers
757,1247,Travel Addicts,5757,Fun
758,1246,Travel Explorers,5758,Fun
759,1245,Travel Photography,5759,Fun
760,1245,Triathlon Competitions,5760,Sports
761,1245,Triathlon Races and Challenges,5761,Sports
762,1242,Triathlon Relay Races,5762,Sports
763,1242,Triathlon Training Group,5763,Sports
764,1241,Ultimate Frisbee Leagues,5764,Games
765,1239,Ultimate Frisbee Leagues and Tournaments,5765,Games
766,1238,Ultimate Frisbee Players,5766,Games
767,1237,Ultimate Frisbee Tournaments,5767,Games
768,1234,Underwater Photography,5768,Nature Lovers
769,1233,Urban Dance Battles,5769,Fitness
770,1233,Urban Dance Competitions,5770,Fitness
771,1232,Urban Dance Competitions and Battles,5771,Fitness
772,1230,Urban Dance Crew,5772,Fitness
773,1229,Urban Explorers,5773,Fun
774,1228,Urban Farming,5774,Extracurricular
775,1227,Urban Farming Cooperative,5775,Extracurricular
776,1227,Urban Farming Workshops,5776,Extracurricular
777,1226,Urban Farming Workshops and Experiences,5777,Extracurricular
778,1224,Urban Gardening,5778,Nature Lovers
779,1222,Urban Gardening Community,5779,Nature Lovers
780,1222,Vegan and Vegetarian Society,5780,Food
781,1221,Vegan Cooking Classes,5781,Food
782,1221,Vegan Food Festivals,5782,Food
783,1221,Vegan Potluck Dinners and Gatherings,5783,Food
784,1217,Vegan Potluck Gatherings,5784,Food
785,1217,Vegan Recipe Sharing,5785,Food
786,1216,Vegan Vibes,5786,Food
787,1215,Vegetable Gardeners Club,5787,Food
788,1215,Vegetarian Cooking Classes,5788,Food
789,1215,Vegetarian Cooking Demos,5789,Food
790,1215,Vegetarian Recipe Exchange,5790,Food
791,1215,Vintage Car Collectors,5791,Automobiles
792,1212,Vintage Car Restoration,5792,Automobiles
793,1206,Vintage Fashion,5793,LifeStyle
794,1206,Vintage Fashionistas,5794,LifeStyle
795,1205,Virtual Reality Enthusiasts,5795,Technology
796,1204,Virtual Reality Gaming,5796,Technology
797,1203,Virtual Reality Gaming Competitions,5797,Technology
798,1202,Virtual Reality Gaming Tournaments,5798,Technology
799,1201,Visual Arts Collective,5799,Arts
800,1200,Volunteer Network,5800,Volunteers
801,1200,Wanderlust Explorers,5801,Fun
802,1198,Watercolor Painting Group,5802,Arts
803,1195,Wealth Building Strategies,5803,Arts
804,1194,Web Designers Guild,5804,Computer Science
805,1193,Web Developers Hub,5805,Computer Science
806,1192,Web Development Bootcamp,5806,Computer Science
807,1190,Web Development Hackathons,5807,Computer Science
808,1190,Web Development Meetups,5808,Computer Science
809,1188,Web Development Wizards,5809,Computer Science
810,1186,Weight Loss Warriors,5810,Fitness
811,1185,Weightlifting and Powerlifting,5811,Fitness
812,1184,Weightlifting Competitions,5812,Fitness
813,1182,Wellness Warriors,5813,Fitness
814,1182,Wilderness Explorers,5814,Fun
815,1182,Wildlife Conservation Efforts,5815,Veterinary
816,1181,Wildlife Conservation Society,5816,Veterinary
817,1181,Wildlife Conservationists,5817,Veterinary
818,1181,Wildlife Photography,5818,Fun
819,1180,Wildlife Photography Expeditions,5819,Fun
820,1179,Wildlife Photography Society,5820,Veterinary
821,1179,Wildlife Photography Workshops and Expeditions,5821,Veterinary
822,1178,Wildlife Rehabilitation,5822,Veterinary
823,1176,Wildlife Watchers,5823,Veterinary
824,1175,Wildlife Watching,5824,Fun
825,1174,Wine and Cheese Pairing Events,5825,Food
826,1173,Wine Enthusiasts,5826,Food
827,1173,Wine Tasting and Pairing,5827,Food
828,1172,Wine Tasting Events,5828,Food
829,1172,Wine Tasting Experiences,5829,Food
830,1171,Wine Tasting Society,5830,Food
831,1170,Wine Tasting Tours,5831,Food
832,1170,Women in Business,5832,Bussiness
833,1168,Woodworking Guild,5833,Arts
834,1167,Writers' Corner,5834,Knowledge
835,1166,Writers' Workshop,5835,Knowledge
836,1166,Writing Prompts Challenge,5836,Knowledge
837,1165,Yoga and Meditation,5837,Spiritual
838,1163,Yoga and Meditation Retreats,5838,Spiritual
839,1163,Yoga and Spirituality,5839,Spiritual
840,1161,Yoga and Wellness,5840,Spiritual
841,1161,Yoga Teacher Training,5841,Spiritual
842,1158,Yoga Teacher Workshops,5842,Spiritual
843,1158,Yoga Tribe,5843,Spiritual
844,1157,Young Entrepreneurs Circle,5844,Bussiness
845,1157,Youth Empowerment Initiatives,5845,Bussiness
846,1155,Zen and Mindfulness Meditation,5846,Spiritual
847,1154,Zen Meditation Retreats,5847,Spiritual
848,1153,Zero Waste Heroes,5848,Volunteers
849,1151,Zodiac Sign Insights,5849,Extracurricular
850,1151,Zumba Party,5850,Fitness
851,1151,Accessory Junkies,5851,LifeStyle
852,1151,Acoustic Music Jam Sessions,5852,Music
853,1150,Acoustic Music Performances,5853,Music
854,1147,Actors' Guild,5854,Entertainment
855,1146,Adventure Racing Team,5855,Fun
856,1146,Adventure Seekers,5856,Fun
857,1145,Adventure Travel Experiences,5857,Fun
858,1145,Adventure Travel Group,5858,Fun
859,1142,Adventure Travelers,5859,Fun
860,1141,AI and Machine Learning,5860,Computer Science
861,1139,AI and Machine Learning Conferences,5861,Computer Science
862,1139,AI and Robotics Research,5862,Computer Science
863,1138,AI Enthusiasts,5863,Computer Science
864,1137,Amateur Astronomers,5864,Astronomy
865,1136,Animal Lovers,5865,Veterinary
866,1136,Animal Photography Club,5866,Veterinary
867,1136,Animal Rescue Heroes,5867,Veterinary
868,1135,Animal Rescue Network,5868,Veterinary
869,1132,Animal Rights Awareness Campaigns,5869,Veterinary
870,1132,Animal Rights Awareness Events and Campaigns,5870,Veterinary
871,132,Animal Sanctuary Volunteers,5871,Veterinary
872,1131,Animal Shelter Volunteers,5872,Veterinary
873,1129,Animal Welfare Volunteers,5873,Veterinary
874,1128,Anime Addicts,5874,Cartoons
875,1128,Anime and Manga Lovers,5875,Cartoons
876,1128,App Developers Alliance,5876,Computer Science
877,1127,App Developers Forum,5877,Computer Science
878,1127,App Development,5878,Computer Science
879,1127,App Development Bootcamps,5879,Computer Science
880,1127,App Development Courses,5880,Computer Science
881,1126,App Development Hackathons,5881,Computer Science
882,1125,Aquarium Hobbyists,5882,Veterinary
883,1121,Arabic Language Hub,5883,Extracurricular
884,1120,Archaeology Enthusiasts,5884,Fun
885,1118,Architectural Photography,5885,Fun
886,1117,Architectural Tours,5886,Fun
887,1117,Architecture Admirers,5887,Fun
888,1117,Art Aficionados,5888,Arts
889,1116,Art Enthusiasts,5889,Arts
890,1116,Art Therapy Group,5890,Arts
891,1115,Artisans and Craftspeople,5891,Arts
892,1115,Artistic Expressions,5892,Entertainment
893,1113,Astral Projection Society,5893,Spiritual
894,1113,Astrology Enthusiasts,5894,Astronomy
895,1109,Astronomy and Astrophysics,5895,Astronomy
896,1108,Astronomy Club,5896,Astronomy
897,1107,Atheist and Agnostic Thinkers,5897,Religious
898,1105,Augmented Reality (AR) Collective,5898,Technology
899,1102,Automotive Technology,5899,Technology
900,1101,Baby Sign Language,5900,Extracurricular
901,1100,Babywearing Community,5901,Extracurricular
902,1098,Backpacking Buddies,5902,Extracurricular
903,1097,Backyard Gardening Club,5903,Extracurricular
904,1096,Backyard Gardening Tips,5904,Extracurricular
905,1095,Backyard Gardening Tips and Tricks Workshops,5905,Extracurricular
906,1094,Baking and Pastry Club,5906,Food
907,1094,Baking Brigade,5907,Food
908,1092,Basketball Coaching Clinics,5908,Sports
909,1091,Basketball Fanatics,5909,Sports
910,1091,Basketball Fans United,5910,Sports
911,1091,Basketball Pickup Games,5911,Sports
912,1091,Basketball Tournaments,5912,Sports
913,1088,BBQ Lovers Club,5913,Food
914,1088,Beach Bums,5914,Fun
915,1086,Beach Cleanup Drives,5915,Extracurricular
916,1085,Beach Cleanup Initiatives,5916,Extracurricular
917,1084,Beach Volleyball Club,5917,Sports
918,1084,Biohackers Lab,5918,Fun
919,1082,Bird Watchers Society,5919,Veterinary
920,1082,Bird Watching Society,5920,Veterinary
921,1081,Birdwatching and Ornithology,5921,Veterinary
922,1079,Birdwatching Excursions,5922,Fun
923,1079,Blended Families Together,5923,Spiritual
924,1078,Blockchain Builders,5924,Computer Science
925,1078,Blockchain Enthusiasts,5925,Computer Science
926,1077,Blockchain Technology Adoption,5926,Computer Science
927,1077,Blockchain Technology Seminars,5927,Computer Science
928,1075,Blockchain Technology Summits,5928,Computer Science
929,1075,Blog Monetization Strategies,5929,Extracurricular
930,1075,Blogging and Content Creation,5930,Extracurricular
931,1074,Blogging and Content Creation Workshops,5931,Extracurricular
932,1073,Blood Donors Guild,5932,Volunteers
933,1073,Bodybuilding Titans,5933,Sports
934,1071,Bonsai Tree Aficionados,5934,Nature Lovers
935,1070,Book Club,5935,Knowledge
936,1070,Bookworms Unite,5936,Knowledge
937,1069,Bookworms United,5937,Knowledge
938,1068,Breastfeeding Advocacy,5938,Awarness
939,1068,Bridge and Card Games,5939,Games
940,1065,Buddhist Meditation Group,5940,Spiritual
941,1064,Business Networking Group,5941,Bussiness
942,1063,Cactus and Succulent Collectors,5942,Nature Lovers
943,1063,Cake Decorating Classes and Workshops,5943,Food
944,1063,Cake Decorating Workshop,5944,Food
945,1062,Calligraphy and Hand Lettering,5945,Knowledge
946,1061,Calligraphy Workshops,5946,Knowledge
947,1060,Calligraphy Workshops and Practice Sessions,5947,Knowledge
948,1059,Camping and Hiking,5948,Fun
949,1059,Camping and Hiking Group,5949,Fun
950,1059,Car Enthusiasts,5950,Automobiles
951,1059,Car Enthusiasts Club,5951,Automobiles
952,1058,Car Modification Crew,5952,Automobiles
953,1055,Car Racing Championships,5953,Sports
954,1052,Car Racing Championships and Track Days,5954,Sports
955,1051,Car Racing Enthusiasts,5955,Sports
956,1050,Car Rally Racing,5956,Sports
957,1050,Car Restoration Club,5957,Automobiles
958,1046,Carpenters' Guild,5958,Extracurricular
959,1044,Cat Care Tips,5959,Veterinary
960,1044,Cat Lovers Club,5960,Veterinary
961,1043,Cat Owners Club,5961,Automobiles
962,1042,Chess Coaching Sessions,5962,Games
963,1041,Chess Competitions,5963,Games
964,1040,Chess Masters,5964,Games
965,1039,Chess Open Tournaments,5965,Games
966,1037,Chess Puzzle Solving,5966,Games
967,1034,Chess Simultaneous Exhibition,5967,Games
968,1033,Chess Simultaneous Matches,5968,Games
969,1033,Chess Strategies and Tactics,5969,Games
970,1032,Chess Strategy Workshops,5970,Games
971,1031,Chess Tactics Workshop,5971,Games
972,1029,Chocolate Indulgence,5972,Food
973,1027,Christian Fellowship,5973,Religious
974,1024,Classic Car Collectors,5974,Automobiles
975,1023,Classic Car Exhibitions,5975,Automobiles
976,1022,Classic Car Restoration,5976,Automobiles
977,1022,Classic Car Shows,5977,Automobiles
978,1020,Classical Music Lovers,5978,Music
979,1020,Climate Change Activists,5979,Nature Lovers
980,1020,Cloud Computing Crew,5980,Computer Science
981,1019,Code Wizards,5981,Computer Science
982,1018,Coding Bootcamp Grads,5982,Computer Science
983,1017,Coding Bootcamps,5983,Computer Science
984,1017,Coding Challenges and Contests,5984,Computer Science
985,1016,Coding Ninjas,5985,Computer Science
986,1016,Coding Workshops and Meetups,5986,Computer Science
987,1015,Coffee Addicts,5987,Food
988,1014,Coffee and Conversations,5988,Food
989,1014,Coffee Appreciation Club,5989,Food
990,1013,Coffee Connoisseurs,5990,Food
991,1012,Coffee Cupping Sessions,5991,Food
992,1008,Coffee Roasting and Brewing,5992,Food
993,1007,Coffee Tasting Workshops,5993,Food
994,1007,Coin Collecting Society,5994,Fun
995,1002,Collectors' Corner,5995,Fun
996,1001,Comedy Club,5996,Entertainment
997,1000,Comic Book Artists Collective,5997,Cartoons
998,1000,Comic Book Enthusiasts,5988,Cartoons
999,998,Comic Book Writing Workshops,5989,Cartoons
1000,997,Community Gardeners,5990,Nature Lovers
1001,995,Community Service Heroes,5991,Volunteers
1002,993,Contemporary Art Exhibitions,5992,Arts
1003,993,Contemporary Art Workshops,5993,Arts
1004,991,Contemporary Dance Classes,5994,Fitness
1005,989,Contemporary Dance Group,5995,Fitness
1006,989,Contemporary Sculpture Art,5996,Arts
1007,989,Cooking Classes,5997,Food
1008,989,Cooking Connoisseurs,5998,Food
1009,986,Cooking Masters,5999,Food
1010,986,Cosplay Community,6000,Entertainment
1011,986,Country Music Fans,6001,Music
1012,985,Courtroom Drama Fans,6002,Entertainment
1013,983,Craft Beer Brewing Workshops,6003,Food
1014,983,Craft Beer Connoisseurs,6004,Food
1015,983,Craft Beer Enthusiasts,6005,Food
1016,983,Craft Beer Tasting Events,6006,Food
1017,981,Craft Cocktail Making Classes,6007,Food
1018,981,Craft Cocktail Making Workshops,6008,Food
1019,980,Craft Cocktail Recipes,6009,Food
1020,980,Craft Cocktails and Mixology,6010,Food
1021,978,Creative Advertising,6011,Arts
1022,976,Creative Minds,6012,Arts
1023,976,Creative Writers Guild,6013,Arts
1024,973,Creative Writing Circle,6014,Arts
1025,969,Credit Score Improvement,6015,Bussiness
1026,968,Criminal Justice Reform,6016,Awarness
1027,968,CrossFit Competitions and Challenges,6017,Fitness
1028,967,CrossFit Training Group,6018,Fitness
1029,965,Cryptocurrency Education,6019,Knowledge
1030,963,Cryptocurrency Investors,6020,Knowledge
1031,962,Cryptocurrency Trading Seminars,6021,Knowledge
1032,961,Cryptocurrency Trading Workshops,6022,Knowledge
1033,961,Crystal Healing Circle,6023,Spiritual
1034,958,Culinary Delights,6024,Food
1035,958,Cultural Exchange Program,6025,Religious
1036,957,Cultural Heritage Society,6026,Religious
1037,957,Cultural Immersion,6027,Religious
1038,957,Cybersecurity Warriors,6028,Computer Science
1039,953,Cycling Adventures,6029,Computer Science
1040,952,Cycling Crew,6030,Sports
1041,951,Cycling Enthusiasts,6031,Sports
1042,949,Cycling Tours and Races,6032,Sports
1043,947,Daddy's Squad,6033,Miscellaneous
1044,945,Dance Fever,6034,Fitness
1045,944,Dance Fusion,6035,Fitness
1046,943,Dance Performers,6036,Fitness
1047,943,Dance Revolution,6037,Fitness
1048,942,Data Analytics Guild,6038,Computer Science
1049,942,Data Science and Analytics,6039,Computer Science
1050,942,Data Science Bootcamps,6040,Computer Science
1051,941,Data Science Conferences,6041,Computer Science
1052,939,Data Science Society,6042,Computer Science
1053,938,Data Scientists United,6043,Computer Science
1054,938,Dating Advice Group,6044,Awarness
1055,934,Deep-Sea Diving Courses,6045,Nature Lovers
1056,934,Deep-Sea Diving Expeditions,6046,Nature Lovers
1057,932,Deep-Sea Fishing Expeditions,6047,Nature Lovers
1058,930,Design Enthusiasts,6048,Knowledge
1059,929,Digital Art Competitions,6049,Arts
1060,928,Digital Art Exhibitions,6050,Arts
1061,927,Digital Art Exhibitions and Galleries,6051,Arts
1062,926,Digital Artists' Collective,6052,Arts
1063,925,Digital Explorers,6053,Arts
1064,925,Digital Illustrators' Group,6054,Arts
1065,925,Digital Marketing Experts,6055,Bussiness
1066,925,Digital Marketing Masters,6056,Bussiness
1067,924,Digital Marketing Workshops,6057,Bussiness
1068,924,Digital Nomads,6058,Arts
1069,924,Digital Painting Classes,6059,Arts
1070,923,Digital Painting Community,6060,Arts
1071,922,Digital Painting Workshops,6061,Arts
1072,921,Disaster Relief Efforts,6062,Volunteers
1073,919,Disc Golf Players Association,6063,Sports
1074,917,Disc Golf Tournaments,6064,Sports
1075,915,Divorce Recovery Circle,6065,Volunteers
1076,915,DIY Crafters,6066,Arts
1077,915,DIY Home Decor,6067,Arts
1078,915,DIY Masters,6068,Arts
1079,913,Dog Agility Training,6069,Veterinary
1080,912,Dog Breeders Association,6070,Veterinary
1081,912,Dog Lovers Community,6071,Veterinary
1082,910,Dog Lovers Society,6072,Veterinary
1083,906,Dog Training Tips,6073,Veterinary
1084,904,Dog Walking Group,6074,Veterinary
1085,902,Drawing and Sketching Club,6075,Arts
1086,902,Drawing and Sketching Workshops,6076,Arts
1087,901,Eco-Friendly Innovators,6077,Knowledge
1088,900,Eco-Friendly Living,6078,Knowledge
1089,900,E-commerce Empire,6079,Bussiness
1090,899,EDM Party Animals,6080,Music
1091,898,Elderly Care Support,6081,Volunteers
1092,898,Electric Vehicle Advocates,6082,Bussiness
1093,898,English Learners Society,6083,Knowledge
1094,894,Entrepreneurs Hub,6084,Bussiness
1095,893,Entrepreneurs League,6085,Bussiness
1096,893,Entrepreneurs' Network,6086,Bussiness
1097,892,Entrepreneurship Forums,6087,Bussiness
1098,891,Entrepreneurship Journey,6088,Bussiness
1099,890,Entrepreneurship Seminars,6089,Bussiness
1100,890,Entrepreneurship Workshops,6090,Bussiness
1101,888,Environmental Activists,6091,Nature Lovers
1102,887,Environmental Cleanup Crew,6092,Nature Lovers
1103,887,Environmental Education,6093,Awarness
1104,886,Ethical Fashion,6094,LifeStyle
1105,886,Exotic Animal Keepers,6095,Veterinary
1106,884,Extreme Sports Junkies,6096,Sports
1107,879,Fair Trade Fashion,6097,LifeStyle
1108,879,Fantasy Book Club,6098,Knowledge
1109,878,Fashion Bloggers,6099,LifeStyle
1110,877,Fashion Bloggers Community,6100,LifeStyle
1111,877,Fashion Design Competitions,6101,Arts
1112,875,Fashion Design Workshops,6102,Arts
1113,874,Fashion Designers Circle,6103,Arts
1114,874,Fashion Designers Guild,6104,Arts
1115,874,Fashion Entrepreneurs,6105,Bussiness
1116,873,Fashion Illustration,6106,Arts
1117,871,Fashion Modeling,6107,Arts
1118,871,Fashion Styling,6108,LifeStyle
1119,870,Fashion Styling Workshops,6109,Arts
1120,870,Fashion Stylists Association,6110,LifeStyle
1121,869,Fashion Stylists Guild,6111,LifeStyle
1122,869,Fashionistas Forever,6112,LifeStyle
1123,869,Fashionistas Unite,6113,LifeStyle
1124,868,Fiction Writers Guild,6114,Arts
1125,867,Fiction Writers' Society,6115,Arts
1126,865,Fiction Writing Contests,6116,Arts
1127,865,Fiction Writing Workshops,6117,Arts
1128,864,Fiction Writing Workshops and Critique Groups,6118,Arts
1129,863,Film Analysis Discussions,6119,Arts
1130,863,Film and Cinema,6120,Entertainment
1131,863,Film Appreciation Society,6121,Volunteers
1132,862,Film Buffs,6122,Entertainment
1133,859,Film Buffs Association,6123,Entertainment
1134,858,Film Critics Association,6124,Entertainment
1135,857,Film Directing Workshops,6125,Arts
1136,856,Film Fanatics,6126,Entertainment
1137,856,Film Festival Society,6127,Entertainment
1138,853,Film Festivals,6128,Entertainment
1139,852,Film Industry Network,6129,Bussiness
1140,852,Film Industry Networking,6130,Bussiness
1141,848,Film Industry Seminars,6131,Arts
1142,848,Film Production Club,6132,Bussiness
1143,848,Film Production Courses and Training,6133,Arts
1144,845,Film Production Workshops,6134,Arts
1145,844,Film Screenings and Discussions,6135,Arts
1146,842,Film Screenwriting Workshops,6136,Arts
1147,841,Filmmakers' Network,6137,Arts
1148,841,Filmmaking Collaborators,6138,Arts
1149,839,Financial Independence Journey,6139,Bussiness
1150,838,Fine Arts Appreciation,6140,Arts
1151,838,Fine Arts Exhibitions,6141,Arts
1152,837,Fine Arts Society,6142,Arts
1153,837,Fine Arts Workshops,6143,Arts
1154,837,Fishing Enthusiasts,6144,Fun
1155,835,Fitness Bootcamp Training,6145,Fitness
1156,834,Fitness Bootcamp Workouts,6146,Fitness
1157,832,Fitness Challenges,6147,Fitness
1158,829,Fitness Enthusiasts,6148,Fitness
1159,829,Fitness Fanatics,6149,Fitness
1160,827,Fitness Junkies,6150,Fitness
1161,827,Fitness Motivation,6151,Fitness
1162,826,Fitness Park Meetup,6152,Fitness
1163,826,Fitness Studio Members,6153,Fitness
1164,825,Flower Power Society,6154,Nature Lovers
1165,820,Food Bloggers,6155,Food
1166,820,Foodie Club,6156,Food
1167,819,Foodies Forever,6157,Food
1168,818,Foodies Paradise,6158,Food
1169,818,Football Fan Club,6159,Sports
1170,816,Football Leagues and Matches,6160,Sports
1171,815,Football Pickup Games,6161,Sports
1172,815,Football Tournaments,6162,Sports
1173,815,Freelance Networking Events,6163,Bussiness
1174,814,Freelance Writers,6164,Bussiness
1175,814,Freelancer Networking Events,6165,Bussiness
1176,813,Freelancer Networking Events and Meetups,6166,Bussiness
1177,812,Freelancers' Community,6167,Bussiness
1178,811,Freelancers Union,6168,Bussiness
1179,810,Freelancers United,6169,Bussiness
